id,pourcentage_de_sensibilite
1332,0.00698994638598328
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1420,1.0
1421,0.5281974862229614
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1510,1.0
1511,0.2858076277282089
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1600,0.9875215764855806
1601,0.05589619274833859
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1690,0.8012465690376682
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.05307110136674885
1699,0.19260804319232042
1780,0.4856093265543491
1781,0.4808209523651278
1782,0.9958732843672138
1783,1.2708455057244987
1784,1.2498609704539527
1785,1.0836306665297446
1786,1.4394927608780836
1787,1.716492484200077
1788,1.0178327451461386
1789,1.0
1870,1.4673032319354196
1871,1.951929765036697
1872,1.9872782791560768
1873,2.0
1874,2.0
1875,2.0
1876,2.0
1877,2.0
1878,1.2533854840975254
1879,1.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.013952867891071495
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.21301852790006
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.46405410667038177
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.5975160612725381
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.6004659700491255
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.47572496939077263
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.22405711677391082
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.015300090943939594
1860,0.0
1861,0.0
1862,0.0
1863,0.02948328840318804
1864,0.20072498647734394
1865,0.08099131032080961
1866,0.0
1867,0.0
1868,0.048446387712007065
1869,0.5898178659245896
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.09877779760819941
1676,0.008998332399471167
1677,0.0
1678,0.0
1679,0.0
1760,0.0
1761,0.0
1762,0.2618282817590171
1763,0.5847076817008977
1764,0.7320800577358212
1765,0.9483828251346429
1766,0.18334651139998523
1767,0.0
1768,0.0
1769,0.0
1850,0.0
1851,0.18953292793276885
1852,0.9118666135656458
1853,1.0
1854,1.0
1855,0.6113413438424478
1856,0.0
1857,0.0
1858,0.0
1859,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1650,0.009863093088310482
1651,0.1493008657155588
1652,0.19631372801002112
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1740,0.9519142876052809
1741,1.0
1742,0.910637017440886
1743,0.4303474854208246
1744,0.04327996223923332
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1830,1.0
1831,0.9667577864980629
1832,0.517000012512735
1833,0.6997344073140135
1834,0.01507626420477393
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.2201653878921342
1738,0.5130680437220685
1739,0.7635893359738798
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.07611621389725179
1826,0.6238706262450432
1827,0.9969756481839358
1828,1.0
1829,1.0
1970,0.6614501790725626
1971,0.4299967815938846
1972,0.15109055748518044
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.0
2510,0.0
2511,0.0
2512,0.0
2513,0.0
2514,0.0
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
1960,2.0
1961,1.9861617910782974
1962,2.0
1963,1.9886081373103237
1964,2.0
1965,2.0
1966,2.0
1967,1.8833261893334812
1968,1.3591613221066818
1969,0.8479384131301289
2050,2.0
2051,2.0
2052,2.0
2053,1.9551485157542805
2054,1.990578149324493
2055,2.0
2056,1.9275494808325861
2057,1.118944872619684
2058,0.8406097063390207
2059,0.0
2140,2.0
2141,1.999990700855788
2142,1.9669789190684237
2143,1.965304903575381
2144,1.9268892530764137
2145,1.937590175584998
2146,1.5905820913760695
2147,1.0
2148,0.9997342087688501
2149,0.13473089787061998
2230,1.9672996845886574
2231,1.9644506559431991
2232,1.9980139038067217
2233,2.0
2234,2.0
2235,1.940334517898611
2236,1.1026856131122722
2237,0.9516563700173246
2238,0.5756468021675669
2239,0.04284841940927097
2320,2.0
2321,2.0
2322,2.0
2323,2.0
2324,1.991245937614329
2325,1.0999724045906891
2326,0.4576693957746829
2327,0.03176625333909315
2328,0.0
2329,0.0
2410,0.8760208892933854
2411,0.7517746512072225
2412,0.6353534266212955
2413,1.0022012167719327
2414,0.2681672594998509
2415,0.0
2416,0.0
2417,0.0
2418,0.0
2419,0.0
2500,0.0
2501,0.0
2502,0.0
2503,0.0
2504,0.0
2505,0.0
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
1950,0.0
1951,0.27647878401242837
1952,0.8302789729638782
1953,1.5949450269547674
1954,1.984455534839843
1955,1.8011049255344627
1956,1.2247192241305997
1957,1.2532422512273984
1958,1.822010226230613
1959,2.0
2040,1.3754568862291228
2041,1.9534437486989336
2042,2.0
2043,2.0
2044,2.0
2045,2.0
2046,2.0
2047,1.976836250075938
2048,2.0
2049,2.0
2130,2.0
2131,2.0
2132,2.0
2133,2.0
2134,2.0
2135,2.0
2136,2.0
2137,1.9585083449244336
2138,2.0
2139,2.0
2220,2.0
2221,2.0
2222,2.0
2223,2.0
2224,2.0
2225,2.0
2226,2.0
2227,2.0
2228,2.0
2229,1.9721719070559371
2310,2.0
2311,2.0
2312,2.0
2313,2.0
2314,2.0
2315,2.0
2316,2.0
2317,2.0
2318,2.0
2319,2.0
2400,2.0
2401,2.0
2402,2.0
2403,2.0
2404,2.0
2405,2.0
2406,2.0
2407,2.0
2408,2.0
2409,1.8098480638248355
2490,2.0
2491,2.0
2492,2.0
2493,2.0
2494,2.0
2495,2.0
2496,2.0
2497,2.0
2498,1.5852717992516472
2499,0.14963913667340328
2580,2.0
2581,2.0
2582,2.0
2583,2.0
2584,2.0
2585,2.0
2586,2.0
2587,1.7613907892382388
2588,0.3339273626125745
2589,0.0
2670,2.0
2671,2.0
2672,2.0
2673,2.0
2674,2.0
2675,1.9999608313615398
2676,1.519603870446697
2677,1.006327629081028
2678,0.5531105078114716
2679,0.0
2760,2.0
2761,2.0
2762,1.9999819702259443
2763,1.7941591271110007
2764,1.5201472792646382
2765,1.2111590788280135
2766,1.0
2767,1.0
2768,0.57309306996891
2769,0.0
1940,0.30400140512100254
1941,0.9533930392947765
1942,1.0
1943,1.0
1944,1.0
1945,0.19230997484034648
1946,0.0
1947,0.0
1948,0.0
1949,0.0
2030,0.9663543359144018
2031,1.0
2032,1.0
2033,0.9564079592563681
2034,0.37196578380986905
2035,0.0955169347171384
2036,0.0
2037,0.0
2038,0.0
2039,0.2186005716385174
2120,0.9879075842417923
2121,1.0
2122,1.0
2123,0.9354637124435976
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.630549529953424
2129,1.8513997123685504
2210,1.0
2211,1.0660675221905183
2212,1.180397136179412
2213,1.1095749550713232
2214,0.10547967560277938
2215,0.0
2216,0.0
2217,0.5848687163039814
2218,1.9291108588093913
2219,2.0
2300,1.8424195371275347
2301,1.9966123247577787
2302,2.0
2303,2.0
2304,1.779742418875835
2305,0.8024396287299607
2306,0.9905599018563762
2307,1.9471556573870001
2308,2.0
2309,2.0
2390,2.0
2391,2.0
2392,2.0
2393,2.0
2394,2.0
2395,2.0
2396,2.0
2397,2.0
2398,2.0
2399,2.0
2480,2.0
2481,2.0
2482,2.0
2483,2.0
2484,2.0
2485,2.0
2486,2.0
2487,2.0
2488,2.0
2489,2.0
2570,2.0
2571,2.0
2572,2.0
2573,2.0
2574,2.0
2575,2.0
2576,2.0
2577,2.0
2578,2.0
2579,2.0
2660,2.0
2661,2.0
2662,2.0
2663,2.0
2664,2.0
2665,2.0
2666,2.0
2667,2.0
2668,2.0
2669,2.0
2750,2.0
2751,2.0
2752,2.0
2753,2.0
2754,2.0
2755,2.0
2756,2.0
2757,2.0
2758,2.0
2759,2.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.006568052716701166
2025,0.2616770898284098
2026,0.5286528055358315
2027,0.681672912156377
2028,0.38969385379803223
2029,0.6293425798164388
2110,0.7157803567054358
2111,0.7554503371415194
2112,0.6619127126300471
2113,0.5816270138917109
2114,0.7621560470468366
2115,1.0
2116,1.0
2117,1.0
2118,1.0
2119,0.9864205084107772
2200,1.0
2201,1.0082012276346775
2202,1.0854297168492564
2203,1.085559177490297
2204,1.216730185204037
2205,1.1739698148093054
2206,0.992208725463549
2207,1.0
2208,1.0
2209,0.9670260982005006
2290,1.8979224713187355
2291,1.98435647353134
2292,2.0
2293,1.983998804486971
2294,1.9628859624217547
2295,1.9987866667057053
2296,1.7976243967320742
2297,1.4963935249680111
2298,1.5383811723338
2299,1.6870052799035458
2380,2.0
2381,2.0
2382,2.0
2383,2.0
2384,2.0
2385,2.0
2386,2.0
2387,2.0
2388,2.0
2389,2.0
2470,2.0
2471,2.0
2472,2.0
2473,2.0
2474,2.0
2475,2.0
2476,2.0
2477,2.0
2478,2.0
2479,2.0
2560,2.0
2561,2.0
2562,2.0
2563,2.0
2564,2.0
2565,2.0
2566,2.0
2567,2.0
2568,2.0
2569,2.0
2650,2.0
2651,2.0
2652,2.0
2653,2.0
2654,2.0
2655,2.0
2656,2.0
2657,2.0
2658,2.0
2659,2.0
2740,2.0
2741,2.0
2742,2.0
2743,2.0
2744,2.0
2745,2.0
2746,2.0
2747,2.0
2748,2.0
2749,2.0
1920,1.0
1921,0.45058967148628026
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
2010,0.9941515111366164
2011,0.5567116899663209
2012,0.45339295237779115
2013,0.2776767084630859
2014,0.009195880720207744
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2100,1.0
2101,0.9713865446578712
2102,1.0042271080611607
2103,1.0
2104,0.8198433269557878
2105,0.3404334907620358
2106,0.02143149355881787
2107,0.16679054878108543
2108,0.36089822780616265
2109,0.5343625274921218
2190,1.8282587312572647
2191,1.8484969572626748
2192,1.7835454422572203
2193,1.5417215668812696
2194,1.2076066096957665
2195,1.002127039813004
2196,0.9843463497143472
2197,1.0
2198,1.0
2199,1.0
2280,2.0
2281,2.0
2282,2.0
2283,2.0
2284,2.0
2285,1.870718022232286
2286,1.5981092109593908
2287,1.630186641806581
2288,1.71918664288396
2289,1.8078911871542087
2370,2.0
2371,2.0
2372,2.0
2373,2.0
2374,2.0
2375,2.0
2376,2.0
2377,2.0
2378,2.0
2379,2.0
2460,2.0
2461,2.0
2462,2.0
2463,2.0
2464,2.0
2465,2.0
2466,2.0
2467,2.0
2468,2.0
2469,2.0
2550,2.0
2551,2.0
2552,2.0
2553,2.0
2554,2.0
2555,2.0
2556,2.0
2557,2.0
2558,2.0
2559,2.0
2640,2.0
2641,2.0
2642,2.0
2643,2.0
2644,2.0
2645,2.0
2646,2.0
2647,2.0
2648,2.0
2649,2.0
2730,2.0
2731,2.0
2732,2.0
2733,2.0
2734,2.0
2735,2.0
2736,2.0
2737,2.0
2738,2.0
2739,2.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0021175603203649964
1914,0.36606131141248627
1915,0.9188497549300823
1916,1.0
1917,1.0
1918,1.0
1919,1.0
2000,0.0
2001,0.0
2002,0.0
2003,0.01679555370903424
2004,0.8995526964471834
2005,1.0
2006,1.028550935193845
2007,1.2021603531396348
2008,1.207880955398938
2009,1.0
2090,0.0
2091,0.0
2092,0.0
2093,0.2527440533998019
2094,1.270945015816161
2095,1.7984660948884053
2096,1.9770677810630533
2097,2.0
2098,1.694291345853879
2099,1.0184756087156246
2180,0.43278538503971375
2181,0.7271687646245892
2182,1.4445289855940056
2183,1.9842614445404654
2184,2.0
2185,2.0
2186,2.0
2187,2.0
2188,2.0
2189,1.975888184925723
2270,2.995246973182378
2271,2.596010613120522
2272,1.9972032080868054
2273,2.0
2274,2.0
2275,2.0
2276,2.0
2277,2.0
2278,2.0
2279,2.0
2360,2.997852389425362
2361,2.630354717305585
2362,1.9606810375171217
2363,2.0
2364,2.0
2365,2.0
2366,2.0
2367,2.0
2368,2.0
2369,2.0
2450,2.9556252864623254
2451,2.1522412051692816
2452,2.0
2453,2.0
2454,2.0
2455,2.0
2456,2.0
2457,2.0
2458,2.0
2459,2.0
2540,2.9839897892457765
2541,2.0049989495046514
2542,2.0
2543,2.0
2544,2.0
2545,2.0
2546,2.0
2547,2.0
2548,2.0
2549,2.0
2630,3.0
2631,2.114473194712912
2632,2.0
2633,2.0
2634,2.0
2635,2.0
2636,2.0
2637,2.0
2638,2.0
2639,2.0
2720,3.0
2721,2.497000088900326
2722,2.0
2723,2.0
2724,2.0
2725,1.996848123944169
2726,2.0
2727,2.0
2728,2.0
2729,2.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,0.012510475169760409
2260,3.2924050606889725
2261,2.8628663687803053
2262,2.7095936049874103
2263,2.717461525252626
2264,2.7990307436728434
2265,2.819471660436477
2266,2.3781078790052868
2267,2.0796715614949073
2268,2.1294790316953844
2269,2.6161411304697006
2350,4.0
2351,4.0
2352,4.0
2353,4.0
2354,4.0
2355,4.0
2356,3.356548469462432
2357,3.0
2358,2.995275825000017
2359,3.0
2440,4.0
2441,4.0
2442,4.0
2443,4.0
2444,4.0
2445,4.0
2446,3.4335645437706264
2447,3.0
2448,3.0
2449,3.0
2530,4.0
2531,4.0
2532,4.0
2533,4.0
2534,4.0
2535,3.922994894993068
2536,3.377024733952228
2537,3.0
2538,3.0
2539,3.0
2620,3.1096667067137647
2621,3.253162577082357
2622,3.9923481595067503
2623,4.0
2624,3.9419266211516226
2625,3.1815546882344496
2626,3.0
2627,3.0
2628,3.0
2629,3.0
2710,3.0
2711,3.0
2712,3.7434722800155424
2713,3.9664529849621264
2714,3.2462295588286745
2715,3.0
2716,3.0
2717,3.0
2718,3.0
2719,3.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.0
2076,0.0
2077,0.0
2078,0.0
2079,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.0007135375234595774
2168,0.02067198510668885
2169,0.0
2251,0.0
2252,0.12505836670619988
2253,0.017213721531525807
2254,0.0
2255,0.0
2256,0.9540608078810298
2257,2.7356726952886223
2258,3.5317471892324392
2259,3.4044254199334767
2341,0.17223021975650482
2342,0.9939500954750616
2343,0.813763808535256
2344,1.1418270079821686
2345,2.1424429362308044
2346,3.8258768070251756
2347,4.0
2348,4.0
2349,4.0
2431,0.13235350919686287
2432,1.2293582038456714
2433,1.8708197180722312
2434,3.262978849267515
2435,3.9993891656139833
2436,4.0
2437,4.0
2438,4.0
2439,4.0
2521,0.016323925468406265
2522,1.3718493483435992
2523,3.736654902456203
2524,4.0
2525,4.0
